Data,Acompanhamentos,Prato Principal,Guarnição,Salada,Sobremesa,Refresco,Extra,Nota Técnica
2019-06-14,ARROZ INTEGRAL E FEIJÃO,Macarrão integral à primavera,Couve refogada,Molho vinagrete,Laranja,Limão,PÃO E CAFÉ,Contém glúten no pão e no macarrão integral à primavera. Não contém lactose.
2019-06-17,ARROZ INTEGRAL E FEIJÃO,Macarrão integral ao sugo com ervilha,Abobrinha refogada,Mista verde com laranja,Banana,Uva,PÃO E CAFÉ,Contém glúten no pão e no macarrão integral ao sugo com ervilha. Não contém lactose.
2019-06-18,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,-,Feijão branco com tomate,Melancia,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-06-19,ARROZ INTEGRAL E FEIJÃO,Cuscuz vegetariano,-,Almeirão,Laranja,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-06-24,ARROZ INTEGRAL E FEIJÃO,Proteína em cubos com legumes,-,Acelga,Maçã,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-06-25,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,-,Almeirão,Melancia,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-06-26,ARROZ INTEGRAL E FEIJÃO,Macarrão à primavera,Polenta ao sugo,Alface com pepino e repolho,Laranja,Tangerina,PÃO E CAFÉ,Contém glúten no pão e no macarrão à primavera. Não contém lactose.
2019-06-27,ARROZ INTEGRAL E FEIJÃO,Macarrão à primavera,Quibebe,Alface crespa com rúcula,Maçã,Manga,PÃO E CAFÉ,Contém glúten no pão e no macarrão à primavera. Não contém lactose
2019-06-28,ARROZ INTEGRAL E FEIJÃO,Feijoada vegetariana,-,Couve,Laranja,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-07-01,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,-,Tomate,Laranja,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-07-02,ARROZ INTEGRAL E FEIJÃO,Ervilha com legumes,-,Beterraba cozida,Maçã,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-07-03,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,Chuchu refogado,Salada de escarola,Laranja,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-07-04,ARROZ INTEGRAL E FEIJÃO,Proteína em cubos com legumes,-,Mista verde,Maçã,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-07-05,ARROZ INTEGRAL E FEIJÃO,Cuscuz vegetariano,-,Mista verde,Maçã,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose. Obs.
2019-07-10,ARROZ INTEGRAL E FEIJÃO,Quibe de berinjela com cenoura,-,Escarola,Maçã,Manga,PÃO E CAFÉ,Contém glúten no pão e no quibe de berinjela com cenoura. Não contém lactose.
2019-07-11,ARROZ INTEGRAL E FEIJÃO,Macarrão com legumes,Berinjela refogada,Couve,Laranja,Tangerina,PÃO E CAFÉ,Contém glúten no pão e no macarrão com legumes. Não contém lactose.
2019-07-12,ARROZ INTEGRAL E FEIJÃO,Polenta com molho de lentilha,-,"Alface, cenoura e milho verde",Tangerina ponkan,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-07-15,ARROZ INTEGRAL E FEIJÃO,Yakisoba vegetariano,-,Escarola,Banana,Maracujá,PÃO E CAFÉ,Contém glúten no pão e no yakisoba vegetariano. Não contém lactose.
2019-07-16,ARROZ INTEGRAL E FEIJÃO,Strogonoff vegetariano,Batata palha,Alface,Laranja,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-07-17,ARROZ INTEGRAL E FEIJÃO,Grão de bico com legumes,-,Alface com agrião,Maçã,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-07-19,ARROZ INTEGRAL E FEIJÃO,Proteína em cubos com leumes,-----,Salada de legumes,Laranja,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-07-22,ARROZ INTEGRAL E FEIJÃO,Macarrão integral ao molho de lentilha,Polenta cremosa,Escarola com beterraba,Banana nanica,Manga,PÃO E CAFÉ,Contém glúten no pão e no macarrão integral ao molho de lentilha. Não contém lactose.
2019-07-23,ARROZ INTEGRAL E FEIJÃO,Proteína de soja com legumes,-,Acelga,Melancia,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-07-24,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,Batata palha,Alface,Maçã,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-07-25,ARROZ INTEGRAL E FEIJÃO,Grão de bico com legumes,-,Escarola com agrião,Banana nanica,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-07-26,ARROZ INTEGRAL E FEIJÃO,Feijoada vegetariana,Farofa,Vinagrete,Laranja,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-07-29,ARROZ INTEGRAL E FEIJÃO,Strogonoff vegetariano,Batata refogada,Almeirão com rúcula,Maçã,Caju,PÃO E CAFÉ,Contém glúten no pão.. Não contém lactose.
2019-07-30,ARROZ INTEGRAL E FEIJÃO,Macarrão primavera,-,Alface,Laranja,Limão,PÃO E CAFÉ,Contém glúten no pão e no macarrão a primavera. Não contém lactose.
2019-07-31,ARROZ INTEGRAL E FEIJÃO,Soja Xadrez,-----,Tomate,Melancia,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-01,ARROZ INTEGRAL E FEIJÃO,Grão de bico com legumes,-----,Alface,Banana nanica,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-02,ARROZ INTEGRAL E FEIJÃO,Proteína de soja com legumes,-----,Alface,Maçã,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-05,ARROZ INTEGRAL E FEIJÃO,Soja com legumes,-----,Escarola,Maçã,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-06,ARROZ INTEGRAL E FEIJÃO,Yakissoba vegetariano,Farofa com frutas,Beterraba cozida,Melancia,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-07,ARROZ INTEGRAL E FEIJÃO,PTS à chinesa,Escarola refogada,Chuchu,Laranja,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-08,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,Batata refogada,Alface com pepino,Banana,Abacaxí,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-09,ARROZ INTEGRAL E FEIJÃO,Soja em cubos com legumes,-----,Escarola,Tangerina muscott,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-12,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,Abobrinha,Almeirão,Maçã,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-13,ARROZ INTEGRAL E FEIJÃO,Macarrão ao molho de berinjela,-----,Salada de beterraba,Banana,Tangerina,PÃO E CAFÉ,Contém glúten no pão e no macarrão ao molho de berinjela. Não contém lactose.
2019-08-14,ARROZ INTEGRAL E FEIJÃO,Soja Xadrez,-----,"Alface, repolho e cenoura",Banana,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-15,ARROZ INTEGRAL E FEIJÃO,Lentilha com legumes,-----,Alface com rabanete,Melancia,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-16,ARROZ INTEGRAL E FEIJÃO,Grão de bico com legumes,Chuchu refogado,Repolho com agrião,Laranja,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-19,ARROZ INTEGRAL E FEIJÃO,Faijão branco a chinesa,-----,Pepino,Banana,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-20,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,-----,Pepino com milho,Banana,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-21,ARROZ INTEGRAL E FEIJÃO,Proteina de soja em cubos com legumes,-----,Tomate,Banana,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-22,ARROZ INTEGRAL E FEIJÃO,Lentilha com legumes,-----,Escarola com cenoura,Maçã,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-23,ARROZ INTEGRAL E FEIJÃO,Feijoada vegetariana,Couve refogada,Vinagrete,Laranja,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-26,ARROZ INTEGRAL E FEIJÃO,Ervilha com legumes,Capeleti ao sugo,Escarola,Banana,Tangerina,PÃO E CAFÉ,Contém glúten no pão e no capeletti. Não contém lactose.
2019-08-27,ARROZ INTEGRAL E FEIJÃO,Soja com legumes,-,Repolho bicolor com maçã,Banana,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-28,ARROZ INTEGRAL E FEIJÃO,Stronoff vegetariano,Batata palha,Alface,Maçã,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-29,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,-----,Acelga com rúcula,Laranja,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-30,ARROZ INTEGRAL E FEIJÃO,Grão de bico com legumes,-----,Almeirão com cenoura,Maçã,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-02,ARROZ INTEGRAL E FEIJÃO,Ervilha xadrez,-----,Almeirão,Laranja,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-03,ARROZ INTEGRAL E FEIJÃO,Soja cozida com legumes,-----,Alface lisa,Maçã,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-04,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,-----,Agrião com beterraba,Goiabada,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-05,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,-----,Escarola com maçã,Melancia,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-06,ARROZ INTEGRAL E FEIJÃO,Yakissoba vegetariano,-----,Beterraba cozida,Banana,Caju,PÃO E CAFÉ,Contém glúten no pão e no yakissoba. Não contém lactose.
2019-09-09,ARROZ INTEGRAL E FEIJÃO,Macarrão primavera,-----,Acelga,Maçã,Maracujá,PÃO E CAFÉ,Contém glúten no pão e no macarrão primavera. Não contém lactose.
2019-09-10,ARROZ INTEGRAL E FEIJÃO,Grão de bico à chinesa,-----,Cenoura ralada,Laranja,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose
2019-09-11,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,-----,Tomate com cenoura,Tangerina murcott,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-12,ARROZ INTEGRAL E FEIJÃO,Ervilha com legumes,-----,Alface crespa,Banana,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-13,ARROZ INTEGRAL E FEIJÃO,Proteína de soja com cenoura ralada,Macarrão ao alho e óleo,Repolho,Maçã,Uva,PÃO E CAFÉ,Contém glúten no pão e no macarrão. Não contém lactose.
2019-09-16,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,---,Mista crua,Tangerina murcott,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-17,ARROZ INTEGRAL E FEIJÃO,Soja xadrez,-----,Alface,Laranja,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-18,ARROZ INTEGRAL E FEIJÃO,Grão de bico com cenoura e pimentão vermelho,-----,Beterraba ralada,Banana,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-19,ARROZ INTEGRAL E FEIJÃO,Cuscuz de legumes,-----,Almeirão,Maçã,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-20,ARROZ INTEGRAL E FEIJÃO,Proteína de soja com berinjela e abóbora seca,-----,Repolho bicolor com maçã,Banana,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-23,ARROZ INTEGRAL E FEIJÃO,Polenta com molho de ervilha,-----,Jardineira de legumes,Melancia,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-24,ARROZ INTEGRAL E FEIJÃO,Strogonoff vegetariano,-----,Alface e cenoura,Maçã,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-25,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,-----,Pepino,Banana,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-26,ARROZ INTEGRAL E FEIJÃO,PTS xadrez,-----,Alface com beterraba ralada,Maçã,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-27,ARROZ INTEGRAL E FEIJÃO,Feijoada vegetariana,Couve refogada,Molho vinagrete,Laranja,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-30,ARROZ INTEGRAL E FEIJÃO,Abobrinha agridoce,-----,Almeirão,Melancia,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-01,ARROZ INTEGRAL E FEIJÃO,Cuscuz vegetariano,Nhoque ao sugo,Alface com agrião,Laranja,Manga,PÃO E CAFÉ,Contém glúten no pão e no nhoque ao sugo. Não contém lactose.
2019-10-02,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,-----,Salada de alface,Laranja,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-03,ARROZ INTEGRAL E FEIJÃO,PTS em cubos com legumes,---,Alface com pepino,Banana,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-04,ARROZ INTEGRAL E FEIJÃO,Macarrão integral com legumes,--,Alface com ervilha,Maçã,Abacaxi,PÃO E CAFÉ,Contém glúten no pão e no macarrão. Não contém lactose.
2019-10-07,ARROZ INTEGRAL E FEIJÃO,PTS em cubos com legumes,--,Almeirão,Goiabada,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-08,ARROZ INTEGRAL E FEIJÃO,Soja com legumes,---,Alface com pepino,Melancia,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-09,ARROZ INTEGRAL E FEIJÃO,Feijão branco à chinesa,Chuchu refogado,Beterraba ralada,Maçã,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-10,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,Purê de batata,Pepino com rabanete,Laranja,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-11,ARROZ INTEGRAL E FEIJÃO,Soja com legumes,Chuchu refogado,Alface,Banana,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-14,ARROZ INTEGRAL E FEIJÃO,Legumes agridoce,Vagem souté,Almeirão com beterraba,Laranja,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-15,ARROZ INTEGRAL E FEIJÃO,Feijão branco xadrez,--,Abobrinha cozida,Laranja,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-16,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,--,Almeirão,Laranja,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-17,ARROZ INTEGRAL E FEIJÃO,Macarrão primavera,-----,Salada de alface com agrião,Banana,Caju,PÃO E CAFÉ,Contém glúten no pão e no macarrão. Não contém lactose.
2019-10-18,ARROZ INTEGRAL E FEIJÃO,Grão de bico com legumes,Couve refogada,Multi-cor com beterraba,Laranja,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-21,ARROZ INTEGRAL E FEIJÃO,Grão de bico com legumes,--,Acelga,Maçã,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-22,ARROZ INTEGRAL E FEIJÃO,Proteína em cubo com legumes,Abobrinha com milho,Alface,Melancia,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-23,ARROZ INTEGRAL E FEIJÃO,Feijão branco à chinesa,--,"Mix de alface, pepino e rúcula",Maçã,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-24,ARROZ INTEGRAL E FEIJÃO,Lentilha com legumes,--,Alface,Maçã,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-25,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,--,Cenoura e beterraba raladas e salada de pepino,Banana,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-29,ARROZ INTEGRAL E FEIJÃO,Polenta ao molho de lentilha,--,Repolho bicolor,Maçã,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2019-10-30,ARROZ INTEGRAL E FEIJÃO,Ervilha com legumes,Abobora sauté,Alface lisa,Maçã,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-31,ARROZ INTEGRAL E FEIJÃO,Macarrão integral vegetariano ao sugo,--,Almeirão com alface,Laranja,Maracujá,PÃO E CAFÉ,Contém glúten no pão e no macarrão. Não contém lactose.
2019-11-01,ARROZ INTEGRAL E FEIJÃO,Cuscuz vegetariano,--,Pepino,Maçã,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-11-04,ARROZ INTEGRAL E FEIJÃO,Strogonoff vegetariano,---,Almeirão,Laranja,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-11-05,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,--,Alface com agrião,Banana,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-11-06,ARROZ INTEGRAL E FEIJÃO,Polenta ao molho de lentilha,--,Feijão branco,Maçã,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-11-07,ARROZ INTEGRAL E FEIJÃO,Grão de bico com legumes,---,Escarola,Maçã,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-11-08,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,Batata refogada,Acelga,Maçã,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-11-11,ARROZ INTEGRAL E FEIJÃO,Lentilha com legumes,--,Abobrinha com hortelã,Banana,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-11-12,ARROZ INTEGRAL E FEIJÃO,Polenta com molho de ervilha,--,Acelga,Maçã,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-11-13,ARROZ INTEGRAL E FEIJÃO,Macarrão primavera,--,Alface lisa,Banana,Caju,PÃO E CAFÉ,Contém glúten no pão e no macarrão. Não contém lactose.
2019-11-14,ARROZ INTEGRAL E FEIJÃO,PTS ao molho branco,--,Beterraba cozida,Maçã,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-11-18,ARROZ INTEGRAL E FEIJÃO,Soja xadrez,--,Alface com rabanete,Laranja,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-11-19,ARROZ INTEGRAL E FEIJÃO,Macarrão integral com ervas,--,Alface com rúcula e cenoura,Banana,Uva,PÃO E CAFÉ,Contém glúten no pão e no macarrão. Não contém lactose.
2019-11-21,ARROZ INTEGRAL E FEIJÃO,Grão de bico com legumes,--,Beterraba com nabo ralados,Maçã,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-11-22,ARROZ INTEGRAL E FEIJÃO,Ervilha com legumes,--,Alface,Melancia,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-11-25,ARROZ INTEGRAL E FEIJÃO,Feijão branco à chinesa,--,Almeirão com cenoura,Banana,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-11-26,ARROZ INTEGRAL E FEIJÃO,Ervilha com legumes,--,Alface com pepino,Maçã,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose. Obs
2019-11-27,ARROZ INTEGRAL E FEIJÃO,Grão de bico com legumes,--,Alface,Banana,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose. Obs
2019-11-28,ARROZ INTEGRAL E FEIJÃO,Yakissoba vegetariano,Folha refogadas,Alface lisa com rúcula,Sagu,Manga,PÃO E CAFÉ,Contém glúten no pão e no yakissoba. Não contém lactose.
2019-11-29,ARROZ INTEGRAL E FEIJÃO,Lentilha com legumes,Acelga refogada,Tomate com vagem,Laranja,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose. Obs
2019-12-02,ARROZ INTEGRAL E FEIJÃO,Grão de bico com legumes,Repolho refogado,Beterraba cozida,Laranja,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-12-03,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,--,Alface com agrião,Banana,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-12-04,ARROZ INTEGRAL E FEIJÃO,Polenta ao molho de ervilha,---,Alface com agrião,Melancia,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-12-05,ARROZ INTEGRAL E FEIJÃO,Lentilha com legumes,-----,Acelga,Laranja,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-12-06,ARROZ INTEGRAL E FEIJÃO,Macarrão primavera,---,Almeirão,Maçã,Tangerina,PÃO E CAFÉ,Contém glúten no pão e no macarrão. Não contém lactose.
2019-12-09,ARROZ INTEGRAL E FEIJÃO,Feijão branco à chinesa,--,Pepino,Maçã,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-12-10,ARROZ INTEGRAL E FEIJÃO,Fricassê de berinjela,---,Alface lisa com almeirão e ervilha,Banana,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose. Obs
2019-12-11,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,Cenoura refogada,Beterraba ralada,Maçã,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-12-12,ARROZ INTEGRAL E FEIJÃO,Ervilha com legumes,---,Couve com laranja,Maçã,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-12-13,ARROZ INTEGRAL E FEIJÃO,Quibe de abóbora japonesa,-----,Acelga com rúcula,Laranja,Maracujá,PÃO E CAFÉ,Contém glúten no pão e no quibe. Não contém lactose.
2019-12-16,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,-----,Repolho com cenoura,Maçã,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-12-17,ARROZ INTEGRAL E FEIJÃO,Strogonoff vegetariano,Batata palha,Alface crespa,Laranja pera,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-12-18,ARROZ INTEGRAL E FEIJÃO,Grão de bico com legumes,---,Tabule,Melancia,Tangerina,PÃO E CAFÉ,Contém glúten no pão e no tabule. Não contém lactose.
2019-12-19,ARROZ INTEGRAL E FEIJÃO,Soja com legumes,------,Alface Campus I / Tomate Campus II,Maçã,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-12-20,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,------,Tomate com azeitona verde,Uva,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-01-06,ARROZ INTEGRAL E FEIJÃO,Cuscuz vegetariano,Abóbora refogada,Almeirão,Laranja pera,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-01-07,ARROZ INTEGRAL E FEIJÃO,Grão de bico com palmito e milho,--,Repolho bicolor,Banana nanica,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-01-08,ARROZ INTEGRAL E FEIJÃO,Macarrão integral ao sugo com ervilha,------,Mista com soja,Laranja,Caju Campus I e abacaxi Campus II,PÃO E CAFÉ,Contém glúten no pão e no macarrão integral. Não contém lactose.
2020-01-09,ARROZ INTEGRAL E FEIJÃO,Feijão branco à chinesa,--,Alface,Maçã,Maracujá campus I e caju campus II,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-01-10,ARROZ INTEGRAL E FEIJÃO,Grão de bico com legumes,--,Repolho com cenoura,Maçã,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-01-13,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,--,Acelga com agrião,--,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-01-14,ARROZ INTEGRAL E FEIJÃO,Fricassê de berinjela,--,Pepino,Banana nanica,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-01-15,ARROZ INTEGRAL E FEIJÃO,Macarrão integral ao molho de lentilha,--,Almeirão,Maçã,Limão,PÃO E CAFÉ,Contém glúten no pão e no macarrão integral. Não contém lactose.
2020-01-16,ARROZ INTEGRAL E FEIJÃO,Soja xadrez,--,Alface,--,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-01-17,ARROZ INTEGRAL E FEIJÃO,Quibe de abóbora japonesa,------,Couve,Laranja pera,Abacaxi,PÃO E CAFÉ,Contém glúten no pão e no quibe. Não contém lactose
2020-01-20,ARROZ INTEGRAL E FEIJÃO,Ervilha com legumes,--,Chuchu com rabanete,--,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-01-21,ARROZ INTEGRAL E FEIJÃO,PTS xadrez,--,Escarola,Maçã,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-01-22,ARROZ INTEGRAL E FEIJÃO,Grão de bico com legumes,--,Almeirão com rúcula,Maçã,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-01-23,ARROZ INTEGRAL E FEIJÃO,Escondidinho vegetariano,Couve refogada,Alface,Banana,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-01-24,ARROZ INTEGRAL E FEIJÃO,Macarrão integral à primavera,Chuchu refogado,Alface com pepino e hortelã,Laranja,Limão,PÃO E CAFÉ,Contém glúten no pão e no macarrão integral à primavera. Não contém lactose.
2020-01-27,ARROZ INTEGRAL E FEIJÃO,Quibe de abobrinha,--,Repolho com azeitona verde,Sagu de uva,Maracujá,PÃO E CAFÉ,Contém glúten no pão e no quibe de abobrinha. Não contém lactose. OBS
2020-01-28,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,Berinjela refogada,Almeirão,Maçã,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-01-29,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,Escarola refogada,Cenoura ralada,Banana,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-01-30,ARROZ INTEGRAL E FEIJÃO,Polenta ao molho de lentilha,--,Alface,Banana nanica,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-01-31,ARROZ INTEGRAL E FEIJÃO,Torta de soja com aveia,--,Batata com salsa,Sagu de uva,Caju,PÃO E CAFÉ,Contém glúten no pão e na torta de soja com aveia. Não contém lactose.
