Data,Acompanhamentos,Prato Principal,Guarnição,Salada,Sobremesa,Refresco,Extra,Nota Técnica
2016-06-03,ARROZ E FEIJÃO,QUIBE FRITO,ABOBRINHA REFOGADA,ALFACE COM CENOURA RALADA,LARANJA PERA,UVA,PÃO E CAFÉ,
2016-06-06,ARROZ E FEIJÃO,NUGGTES,BATATA CHOREADA,ALFACE/VINAGRETE,MAÇÃ,ACEROLA,PÃO E CAFÉ,
2016-06-07,ARROZ E FEIJÃO,CARNE EM CUBOS COM AZEITONA,CHUCHU REFOGADO,ALMEIRÃO COM BETERRABA,LARANJA,ABACAXI,PÃO E CAFÉ,
2016-06-08,ARROZ E FEIJÃO,FRANGO ASSADO,ABÓBORA REFOGADA,ALFACE/VINAGRETE,PUDIM DE COCO,TANGERINA,PÃO E CAFÉ,
2016-06-09,ARROZ E FEIJÃO,ISCAS DE CARNE COM BATATA PALITO COM BACON,---,CENOURA RALADA/VINAGRETE,MELANCIA,CAJÚ,PÃO E CAFÉ,
2016-06-10,ARROZ E FEIJÃO,CARNE ASSADA AO MOLHO,VIRADO DE MILHO VERDE,PEPINO COM MAÇÃ,TANGERINA PONKAN,LIMÃO,PÃO E CAFÉ,
2016-06-13,ARROZ E FEIJÃO,SOBRECOXA DE FRANGO ASSADA,---,CENOURA COM ATUM/CENOURA COM VINAGRETE,LARANJA,MARACUJÁ,PÃO E CAFÉ,
2016-06-14,ARROZ E FEIJÃO,CARNE EM CUBOS COM MANDIOQUINHA,---,BATATA COM AZEITONA/ALFACE COM RABANETE,MAÇÃ,UVA,PÃO E CAFÉ,
2016-06-15,ARROZ E FEIJÃO,QUIBE FRITO,BERINJELA REFOGADA,ESCAROLA COM VINAGRETE,BANANADA,ACEROLA,PÃO E CAFÉ,
2016-06-16,ARROZ E FEIJÃO,PEIXE FRITO,CREME DE ERVILHA,"SALADA SELVAGEM(acelga,azeitona,cebola,tomate e vagem)",LARANJA,ABACAXI,PÃO E CAFÉ,
2016-06-17,ARROZ E FEIJÃO,BIFE,CUSCUZ DE LEGUMES,ACELGA/ACELGA COM VINAGRETE,IOGURTE,TANGERINA,PÃO E CAFÉ,
2016-06-20,ARROZ E FEIJÃO,FRANGO ASSADA AO MOLHO,MACARRÃO PARAFUSO COM BACON E AZEITONA PRETA,REPOLHO,TANGERINA PONKAN,CAJU,PÃO E CAFÉ,
2016-06-21,ARROZ E FEIJÃO,CARNE EM CUBOS COM CENOURA,COUVE REFOGADA,ACELGA COM AGRIÃO,MELANCIA,LARANJA,PÃO E CAFÉ,
2016-06-22,ARROZ E FEIJÃO,STROGONOFF DE CARNE,BATATA PALHA,COUVE/VINAGRETE,IOGURTE,LARANJA,PÃO E CAFÉ,
2016-06-23,ARROZ E FEIJÃO,FRANGO FRITO,QUIBEBE,MISTA CRUA ( ESCAROLA PEPINO PIMENTÃO E TOMATE),GELATINA DE CEREJA,ACEROLA,PÃO E CAFÉ,
2016-06-24,ARROZ E FEIJÃO,QUIBE FRITO,CHUCHU REFOGADO,RÚCULA COM VINAGRETE RÚCULA COM CENOURA,MAÇÃ,UVA,PÃO E CAFÉ,
2016-06-27,ARROZ E FEIJÃO,LINGUIÇA FRITA,FAROFA,MISTA VERDE( ACELGA/PEPINO E ALFACE),LARANJA,ABACAXI,PÃO E CAFÉ,
2016-06-28,ARROZ E FEIJÃO,ISCA DE FRANGO Á CHINESA,--,SOJA COM TOMATE E CEBOLA,CURAU,TANGERINA,PÃO E CAFÉ,
2016-06-29,ARROZ E FEIJÃO,PALETA EM CUBOS,---,REPOLHO/VINAGRETE,BANANA,CAJÚ,PÃO E CAFÉ,
2016-06-30,ARROZ E FEIJÃO,PEIXE FRITO,CREME DE MILHO,ALFACE,MAÇÃ,LARANJA,PÃO E CAFÉ,
2016-07-01,ARROZ E FEIJÃO,FRANGO FRITO,ESCAROLA REFOGADA,BERINJELA CURTIDA,LARANJA PERA,MARACUJÁ,PÃO E CAFÉ,
2016-07-04,ARROZ E FEIJÃO,OVO COZIDO,CHUCHU REFOGADO,ACELGA/AGRIÃO,MAÇÃ,UVA,PÃO E CAFÉ,"A carne que seria servida no dia, não foi entregue pelo fornecedor."
2016-07-05,ARROZ E FEIJÃO,LINGUIÇA DE FRANGO AO VINAGRETE,ABÓBORA REFOGADA,PEPINO,BANANA NANICA,LARANJA,PÃO E CAFÉ,
2016-07-06,ARROZ E FEIJÃO,CARNE EM CUBOS COM MANDIOQUINHA E VAGEM,REPOLHO REFOGADO,ALFACE,TANGERINA PONKAN,ACEROLA,PÃO E CAFÉ,
2016-07-07,ARROZ E FEIJÃO,CARNE ASSADA AO MOLHO DE ABACAXÍ,--------,TOMATE COM CEBOLA,LARANJA,ABACAXÍ,PÃO E CAFÉ,"Devido a atraso na entrega, a salada de batata foi substituída por salada de tomate."
2016-07-11,ARROZ E FEIJÃO,FRANGO FRITO,BATATA COM CEBOLA E AZEITONA VERDE,ESCAROLA,BANANA NANICA,CAJU,PÃO E CAFÉ,
2016-07-13,ARROZ E FEIJÃO,STEAK DE FRANGO,CREME DE ERVILHA,ACELGA,TANGERINA PONKAN,MARACUJÁ,PÃO E CAFÉ,
2016-07-14,ARROZ E FEIJÃO,BIFE A PARMEGIANA,--------,REPOLHO / CENOURA RALADA,IOGURTE,UVA,PÃO E CAFÉ,
2016-07-18,ARROZ E FEIJÃO,ISCA DE CARNE ACEBOLADA,VAGEM COM ABÓBORA,ALFACE COM CENOURA E ERVILHA,MELANCIA,ABACAXÍ,PÃO E CAFÉ,
2016-07-19,ARROZ E FEIJÃO,CARNE EM CUBOS A JARDINEIRA,BATATA SAUTÉ,TOMATE,CURAU,TANGERINA,PÃO E CAFÉ,
2016-07-20,ARROZ E FEIJÃO,PEIXE FRITO,VAGEM COM CENOURA,ALMEIRÃO,LARANJA,CAJU,PÃO E CAFÉ,
2016-07-21,ARROZ E FEIJÃO,LINGUIÇA FRITA,FAROFA,PEPINO COM VINAGRETE,LARANJA PONKAN,MARACUJÁ,PÃO E CAFÉ,
2016-07-22,ARROZ E FEIJÃO,FEIJOADA,COUVE REFOGADA,BETERRABA RALADA/REPOLHO,TANGERINA PONKAN,MARACUJÁ,PÃO E CAFÉ,
2016-07-25,ARROZ E FEIJÃO,FRANGO FRITO,CHUCHU REFOGADO,"ALFACE, CENOURA E REPOLHO ROXO",LARANJA,UVA,PÃO E CAFÉ,
2016-07-26,ARROZ E FEIJÃO,STROGONOFF DE FRANGO,BATATA PALHA,ESCAROLA,MAÇÃ,ACEROLA,PÃO E CAFÉ,
2016-07-27,ARROZ E FEIJÃO,CARNE ASSADA AO MOLHO INGLÊS,VIRADO DE COUVE,ABÓBORA COM SALSA,ARROZ DOCE,ABACAXÍ,PÃO E CAFÉ,
2016-07-28,ARROZ E FEIJÃO,ESCONDIDINHO DE CARNE SECA,---,BETERRABA COZIDA,BANANADA,UVA,PÃO E CAFÉ,
2016-07-29,ARROZ E FEIJÃO,FEIJOADA,COUVE REFOGADA,VINAGRETE,LARANJA,ACEROLA,PÃO E CAFÉ,
2016-08-01,ARROZ E FEIJÃO,OVO COZIDO AO MOLHO,ABOBRINHA COM VAGEM,REPOLHO,LARANJA PERA,UVA,PÃO E CAFÉ,O prato principal sofreu alteração devido a problemas no fornecimento da carne do dia.
2016-08-02,ARROZ E FEIJÃO,CARNE EM CUBOS COM ABÓBORA,---,COUVE/VINAGRETE,BANANA,LARANJA,PÃO E CAFÉ,
2016-08-03,ARROZ E FEIJÃO,PEIXE FRITO,BATATA COM PIMENTÃO VERDE E CEBOLA,ALFACE,IOGURTE,ACEROLA,PÃO E CAFÉ,
2016-08-04,ARROZ E FEIJÃO,BIFE ACEBOLADO,CENOURA REFOGADA,ABOBRINHA AO VINAGRETE,MAÇÃ,ABACAXI,PÃO E CAFÉ,
2016-08-05,ARROZ E FEIJÃO,OVO COZIDO COM MOLHO,BERINJELA REFOGADA,COUVE COM VINAGRETE,PUDIM DE COCO,CAJÚ,PÃO E CAFÉ,
2016-08-08,ARROZ E FEIJÃO,ISCA DE FRANGO,LEGUMES REFOGADOS,PEPINO COM RABANETE,LARANJA,MARACUJÁ,PÃO E CAFÉ,
2016-08-09,ARROZ E FEIJÃO,CARNE EM CUBOS COM BATATA,---,"ALFACE,PEPINO,REPOLHO,ERVILHA",MELANCIA,TANGERINA,PÃO E CAFÉ,
2016-08-10,ARROZ E FEIJÃO,FRANGO FRITO,POLENTA AO SUGO,ABÓBORA NA SALSA,BANANA,UVA,PÃO E CAFÉ,
2016-08-11,ARROZ E FEIJÃO,CARNE EM CUBOS COM CENOURA,---,GRÃO DE BICO COM VINAGRETE,MELANCIA,MANGA,PÃO E CAFÉ,
2016-08-12,ARROZ E FEIJÃO,LAGARTO AO MOLHO SHOYO,FAROFA DE CALABRESA E CENOURA,COUVE COM VINAGRETE,MAÇÃ,LIMÃO,PÃO E CAFÉ,
2016-08-15,ARROZ E FEIJÃO,SALSICHA AO SUGO,REPOLHO REFOGADO,ACELGA/AGRIÃO/VINAGRETE,TANGERINA MURCOT,ABACAXI,PÃO E CAFÉ,
2016-08-16,ARROZ E FEIJÃO,FRANGO AO MOLHO DE AZEITONA,--------,CENOURA RALADA,BANANADA,CAJU,PÃO E CAFÉ,
2016-08-17,ARROZ E FEIJÃO,ISCA DE CARNE COM LEGUMES,---,TOMATE,MAÇÃ,MANGA,PÃO E CAFÉ,
2016-08-18,ARROZ E FEIJÃO,BIFE COM MOLHO DE MOSTARDA,---,ABOBRINHA COM CENOURA RALADA,BANANA,UVA,PÃO E CAFÉ,
2016-08-19,ARROZ E FEIJÃO,FEIJOADA,COUVE REFOGADA,VINAGRETE,LARANJA,LIMÃO,PÃO E CAFÉ,
2016-08-22,ARROZ E FEIJÃO,NUGGETS,CREME DE MILHO,"ITALIANA(tomate,cebola e azeitona)",MAÇÃ,LARANJA,PÃO E CAFÉ,
2016-08-23,ARROZ E FEIJÃO,COZIDO MISTO,---,COUVE,BANANA,ACEROLA,PÃO E CAFÉ,
2016-08-24,ARROZ E FEIJÃO,PEIXE FRITO,BERINJELA REFOGADA,CENOURA RALADA,PUDIM DE BAUNILHA,LIMÃO,PÃO E CAFÉ,
2016-08-25,ARROZ E FEIJÃO,CARNE EM CUBOS COM CEBOLA E TOMATE,MACARRÃO ALHO E ÓLEO,RÚCULA COM ALFACE E BETERRABA,LARANJA,CAJÚ,PÃO E CAFÉ,
2016-08-26,ARROZ E FEIJÃO,CARNE ASSADA COM MOLHO DE LARANJA,MANDIOQUINHA REFOGADA,ALFACE/RUCULA COM CENOURA,MAÇÃ,MANGA,PÃO E CAFÉ,
2016-08-29,ARROZ E FEIJÃO,STROGONOFF DE CARNE,---,ALFACE/VINAGRETE,LARANJA,TANGERINA,PÃO E CAFÉ,
2016-08-30,ARROZ E FEIJÃO,BIFE AO MOLHO TOMATE ERVILHA E BACON,---,BETERRABA COM CENOURA COZIDA,TANGERINA MURCOTTI,MARACUJÁ,PÃO E CAFÉ,
2016-08-31,ARROZ E FEIJÃO,LINGUIÇA AO MOLHO DE VINAGRETE QUENTE,CUSCUZ DE LEGUMES,COUVE /ESCAROLA,BANANA,UVA,PÃO E CAFÉ,
2016-09-01,ARROZ E FEIJÃO,CARNE EM CUBOS COM MANDIOQUINHA,--------,TOMATE E CENOURA RALADA,MAÇÃ,LARANJA,PÃO E CAFÉ,
2016-09-02,ARROZ E FEIJÃO,FRANGO ASSADO,---,QUIABO COM VINAGRETE,TANGERINA MURCOTT,ABACAXI,PÃO E CAFÉ,
2016-09-05,ARROZ E FEIJÃO,BIFE COM MOLHO INGLÊS,---,ALFACE COM ESCAROLA,BANANA,MARACUJÁ,PÃO E CAFÉ,
2016-09-06,ARROZ E FEIJÃO,ISCA DE FRANDO Á SUÍÇA,---,ALFACE,LARANJA,TANGERINA,PÃO E CAFÉ,
2016-09-08,ARROZ E FEIJÃO,PEIXE,LEGUMES SAUTÈ,ALFACE,MAÇÃ,MANGA,PÃO E CAFÉ,
2016-09-09,ARROZ E FEIJÃO,CARNE SUÍNA PICADA,MANDIOQUINHA REFOGADA,BERINJELA COM AZEITONA,MELANCIA,CAJÚ,PÃO E CAFÉ,
2016-09-12,ARROZ E FEIJÃO,BIFE A MILANESA,NHOQUE AO SUGO COM MANJERIÇÃO,"REPOLHO CENOURA,SALSÃO EPASSAS",TANGERINA MURCOTT,MARACUJÁ,PÃO E CAFÉ,
2016-09-13,ARROZ E FEIJÃO,STROGONOFF DE CARNE,BATATA PALHA,REPOLHO/CENOURA RALADA,MAÇÃ,UVA,PÃO E CAFÉ,
2016-09-14,ARROZ E FEIJÃO,COPA LOMBO AO MOLHO DE ABACAXI,FAROFA,VERDE ESPECIAL,LARANJA,CAJÚ,PÃO E CAFÉ,
2016-09-19,ARROZ E FEIJÃO,QUIBE,CREME DE ERVILHA,ALFACE,MAÇÃ,ACEROLA,PÃO E CAFÉ,
2016-09-20,ARROZ E FEIJÃO,PALETA SUÍNA COM CENOURA E VAGEM,---,TOMATE,DOCE DE LEITE,UVA,PÃO E CAFÉ,
2016-09-21,ARROZ E FEIJÃO,FRANGO ASSADO,FAROFA,ACELGA COM RABANETE,PUDIM COM CALDA DE UVA PASSA,ABACAXI,PÃO E CAFÉ,
2016-09-22,ARROZ E FEIJÃO,BIFE ACEBOLADO,CHUCHU REFOGADO,SALADA MULTICOR,BANANA,CAJÚ,PÃO E CAFÉ,
2016-09-23,ARROZ E FEIJÃO,PEIXE FRITO,QUIBEBE,REPOLHO,IOGURTE,MARACUJÁ,PÃO E CAFÉ,
2016-09-26,ARROZ E FEIJÃO,OVO COZIDO ou QUIBE FRITO,---,ALFACE,LARANJA,MANGA,PÃO E CAFÉ,
2016-09-27,ARROZ E FEIJÃO,CARNE EM CUBOS COM ABÓBORA E PRESUNTO,---,ACELGA/VINAGRETE,MAÇÃ,ABACAXI,PÃO E CAFÉ,
2016-09-28,ARROZ E FEIJÃO,BIFE,---,BETERRABA COZIDA,BANANA,TANGERINA,PÃO E CAFÉ,
2016-09-29,ARROZ E FEIJÃO,LINGUIÇA DE FRANGO,MACARRÃO AO MOLHO ROSÉ,ALFACE COM AGRIÃO,CURAU,LIMÃO,PÃO E CAFÉ,
2016-09-30,ARROZ E FEIJÃO,CARNE DESFIADA COM VINAGRETE QUENTE,---,CENOURA COM ATUM/CENOURA COM VINAGRETE,TANGERINA MURCOT,MANGA,PÃO E CAFÉ,
2016-10-03,ARROZ E FEIJÃO,SALSICHA AO SUGO,BATATA SAUTÊ,REPOLHO COM BETERRABA,MAÇÃ,LARANJA,PÃO E CAFÉ,
2016-10-04,ARROZ E FEIJÃO,BIFE ACEBOLADO,---,ALFACE,MELANCIA,TANGERINA,PÃO E CAFÉ,
2016-10-05,ARROZ E FEIJÃO,CARNE EM CUBOS COM CENOURA,-----,PEPINO COM VINAGRETE,BANANA,MARACUJÁ,PÃO E CAFÉ,
2016-10-06,ARROZ E FEIJÃO,FRANGO ASSADO,MACARRÃO,ALFACE COM RUCULA,LARANJA,ABACAXI,PÃO E CAFÉ,
2016-10-07,ARROZ E FEIJÃO,CARNE EM CUBOS COM VAGEM E TOMATE,VIRADO DE COUVE,CHUCHU COM VINAGRETE,MELANCIA,CAJÚ,PÃO E CAFÉ,
2016-10-10,ARROZ E FEIJÃO,STROGONOFF DE FRANGO,BATATA PALHA,ALFACE COM NABO,LARANJA,MARACUJÁ,PÃO E CAFÉ,
2016-10-11,ARROZ E FEIJÃO,BIFE ACEBOLADO,ESCAROLA REFOGADA,ACELGA/AZEITONA/CEBOLA/OVO/TOMATE/VAGEM,MAÇÃ,TANGERINA,PÃO E CAFÉ,
2016-10-13,ARROZ E FEIJÃO,STEAK,CREME DE ERVILHA,COUVE COM CEBOLA,LARANJA PERA,LIMÃO,PÃO E CAFÉ,
2016-10-14,ARROZ E FEIJÃO,OVO COZIDO,ABOBRINHA REFOGADA,BETERRABA COM VINAGRETE,DOCE DE LEITE,LARANJA,PÃO E CAFÉ,
2016-10-17,ARROZ E FEIJÃO,CARNE SUÍNA COM ABÓBORA,--------,PEPINO COM RABANETE,MAÇÃ,MANGA,PÃO E CAFÉ,
2016-10-18,ARROZ E FEIJÃO,LINGUIÇA DE FRANGO ACEBOLADA,QUIBEBE,ALFACE COM VINAGRETE,IOGURTE,CAJÚ,PÃO E CAFÉ,
2016-10-19,ARROZ E FEIJÃO,BIFE AO MOLHO DE PALMITO,---,ACELGA COM VINAGRETE,MELANCIA,MARACUJÁ,PÃO E CAFÉ,
2016-10-20,ARROZ E FEIJÃO,FRANGO ASSADO,POLENTA CREMOSA,REPOLHO COM CENOURA,LARANJA,TANGERINA,PÃO E CAFÉ,
2016-10-21,ARROZ E FEIJÃO,CARNE DESFIADA,FAROFA SALGADA,ALFACE,BANANA,LIMÃO,PÃO E CAFÉ,
2016-10-24,ARROZ E FEIJÃO,ISCA DE FRANGO COM ERVILHA/MILHO/AZEITONA E PALMITO,---,ACELGA COM VINAGRETE,TANGERINA MURCOTT,LARANJA,PÃO E CAFÉ,
2016-10-25,ARROZ E FEIJÃO,BIFE AO MOLHO SHOYO,---,ALFACE COM CENOURA RALADA,MAÇÃ,MANGA,PÃO E CAFÉ,
2016-10-26,ARROZ E FEIJÃO,FRANGO ASSADO,---,COUVE COM VINAGRETE,BOLINHO DE BAUNILHA,ABACAXI,PÃO E CAFÉ,
2016-10-27,ARROZ E FEIJÃO,ROLÊ BOVINO AO MOLHO DE TOMATE,POLENTA CREMOSA,SALADA VERDE(ESCAROLA/ALFACE/ACELGA E PEPINO),MELANCIA,LARANJA,PÃO E CAFÉ,
2016-10-31,ARROZ E FEIJÃO,QUIBE ASSADO,MACARRÃO AO ALHO E ÓLEO,REPOLHO BICOLOR,BARRINHA DE CEREAL,TANGERINA,PÃO E CAFÉ,
2016-11-01,ARROZ E FEIJÃO,CARNE EM CUBOS COM MANDIOQUINHA,----,ALFACE,LARANJA,UVA,PÃO E CAFÉ,
2016-11-03,ARROZ E FEIJÃO,FRANGO ASSADO,-----,CENOURA /PEPINO RABANETE,IOGURTE,LARANJA,PÃO E CAFÉ,
2016-11-04,ARROZ E FEIJÃO,BIFE COM MILHO PIMENTÃO E CEBOLA,MANDIOQUINHA COM BATATA REFOGADA,ACELGA,MELANCIA,LARANJA,PÃO E CAFÉ,
2016-11-07,ARROZ E FEIJÃO,SALSICHA ACEBOLADA,MACARRÃO AO SUGO,REPOLHO COM MAÇÃ,LARANJA PERA,MARACUJÁ,PÃO E CAFÉ,
2016-11-08,ARROZ E FEIJÃO,FRANGO ASSADO,QUIBEBE,ALFACE CRESPA COM RÚCULA,BANANA,TANGERINA,PÃO E CAFÉ,
2016-11-09,ARROZ E FEIJÃO,ESCONDIDINHO DE CARNE SECA,---,ESCAROLA/VINAGRETE,MAÇÃ,CAJÚ,PÃO E CAFÉ,
2016-11-10,ARROZ E FEIJÃO,STROGONOFF DE FRANGO,BATATA PALHA,BETERRABA RALADA,PUDIM DE BAUNILHA COM UVA PASSA,LIMÃO,PÃO E CAFÉ,
2016-11-11,ARROZ E FEIJÃO,ROLÊ BOVINO AO SUGO,---,BATATA MAIONESE E OVO,IOGURTE,MANGA,PÃO E CAFÉ,
2016-11-16,ARROZ E FEIJÃO,NUGGETS ASSADO,PURÊ DE BATATA,ALFACE COM CENOURA,LARANJA,MARACUJÁ,PÃO E CAFÉ,
2016-11-17,ARROZ E FEIJÃO,BIFE AO MOLHO INGLÊS,FAROFA COM OVO E AZEITONA E OVOS MILHO,ESCAROLA/VINAGRETE,BANANA,LARANJA,PÃO E CAFÉ,
2016-11-18,ARROZ E FEIJÃO,FRANGO ASSADO,MANDIOQUINHA COM BATATA REFOGADA,REPOLHO BICOLOR,MAÇÃ,ABACAXI,PÃO E CAFÉ,
2016-11-21,ARROZ E FEIJÃO,SALSICHA AO SUGO,POLENTA CREMOSA,ALFACE CRESPA,LARANJA PERA,LIMÃO,PÃO E CAFÉ,
2016-11-22,ARROZ E FEIJÃO,ISCA DE FRANGO GRELHADA,BRÓCOLIS COM COUVE FLOR REFOGADOS,PEPINO COM MAÇÃ,CURAU,ABACAXI,PÃO E CAFÉ,
2016-11-23,ARROZ E FEIJÃO,BIFE ACEBOLADO,CREME DE ERVILHA,ESCAROLA,DOCE DE LEITE,CAJÚ,PÃO E CAFÉ,
2016-11-24,ARROZ E FEIJÃO,FRANGO ASSADO,----,FEIJÃO BRANCO COM VINAGRETE,BANANA,SUCO DE TANGERI,PÃO E CAFÉ,
2016-11-25,ARROZ E FEIJÃO,OVO COZIDO COM MOLHO,LEGUMES REFOGADOS,ACELGA COM VINAGRETE,MAÇÃ,MARACUJÁ,PÃO E CAFÉ,
2016-11-28,ARROZ E FEIJÃO,"BIFE COM TOMATE, CEBOLA E PIMENTÃO",--------,BETERRABA RALADA,LARANJA,ABACAXÍ,PÃO E CAFÉ,
2016-12-01,ARROZ E FEIJÃO,ROLÊ BOVINO AO SUGO,------,BETERRABA RALADA,IOGURTE,MANGA,PÃO E CAFÉ,
2016-12-02,ARROZ E FEIJÃO,QUIBE FRITO,ABÓBORA REFOGADA,ACELGA COM ABACAXI E UVA PASSA,BANANA,UVA,PÃO E CAFÉ,
2016-12-05,ARROZ E FEIJÃO,STROGONOFF DE FRANGO,BATATA PALHA,ALFACE,MAÇÃ,LARANJA,PÃO E CAFÉ,
2016-12-06,ARROZ E FEIJÃO,LINGUIÇA DE FRANGO COM CEBOLA E TOMATE,COUVE REFOGADA,ABOBRINHA RALADA,BANANA,MARACUJÁ,PÃO E CAFÉ,
2016-12-07,ARROZ E FEIJÃO,PEIXE FRITO,ABOBRINHA REFOGADA,FEIJÃO BRANCO COM VINAGRETE,LARANJA,ABACAXI,PÃO E CAFÉ,
2016-12-09,ARROZ E FEIJÃO,FRANGO ASSADO,POLENTA AO SUGO,ESCAROLA,MAÇÃ,TANGERINA,PÃO E CAFÉ,
2016-12-12,ARROZ E FEIJÃO,Almondega ao Sugo,Macarrão alho e óleo,Repolho com cenoura ralada,Maçã,Limão,PÃO E CAFÉ,
2016-12-13,ARROZ E FEIJÃO,ISCA DE FRANGO BECHAMEL,---,ALFACE COM VINAGRETE,MELANCIA,UVA,PÃO E CAFÉ,
2016-12-14,ARROZ E FEIJÃO,CARNE EM CUBOS,----,PEPINO COM VINAGRETE,MAÇÃ,MANGA,PÃO E CAFÉ,
2016-12-15,ARROZ E FEIJÃO,BIFE A ROLÊ,---,CHUCHU COM VINAGRETE,LARANJA,LIMÃO,PÃO E CAFÉ,
2016-12-16,ARROZ E FEIJÃO,LINGUIÇA COM VINAGRETE,ARROZ Á GREGA,COUVE COM VINAGRETE,IOGURTE,TANGERINA,PÃO E CAFÉ,
2016-12-19,ARROZ E FEIJÃO,SALSICHA AO SUGO,ABOBRINHA REFOGADA,ACELGA COM VINAGRETE/BERINJELA,BANANA,ABACAXI,PÃO E CAFÉ,
2016-12-20,ARROZ E FEIJÃO,LINGUIÇA,BATATA REFOGADA,PEPINO COM MAÇÃ,BOLINHO DE BAUNILHA,LARANJA,PÃO E CAFÉ,
2016-12-21,ARROZ E FEIJÃO,BIFE A MILANESA,CREME DE ERVILHA,ALFACE COM TOMATE,DOCE DE LEITE/MELANCIA,LARANJA,PÃO E CAFÉ,
2016-12-22,ARROZ E FEIJÃO,COPA LOMBO AO MOLHO DE ABACAXI,NHOQUE AO SUGO,ABÓBORA NA SALSA/CENOURA RALADA,BANANA,ABACAXI,PÃO E CAFÉ,
2017-01-02,ARROZ E FEIJÃO,OVO COZIDO,MACARRÃO AO ALHO E ÓLEO,ACELGA/CENOURA,BARRINHA DE CEREAL,UVA,PÃO E CAFÉ,
2017-01-03,ARROZ E FEIJÃO,BIFE A MILANESA,ABÓBORA REFOGADA,AGRIÃO COM VINAGRETE,MAÇÃ,UVA,PÃO E CAFÉ,
2017-01-04,ARROZ E FEIJÃO,PEIXE FRITO,CHUCHU REFOGADO,ALFACE COM VINAGRETE,IOGURTE,CAJÚ,PÃO E CAFÉ,
2017-01-05,ARROZ E FEIJÃO,CARNE EM CUBOS COM ABÓBORA,BATATA PALHA,PEPINO COM MAÇÃ,LARANJA,MARACUJÁ,PÃO E CAFÉ,
2017-01-06,ARROZ E FEIJÃO,SALSICHA AO SUGO,ABÓBORA REFOGADA,ALFACE,UVA,ABACAXI,PÃO E CAFÉ,
2017-01-09,ARROZ E FEIJÃO,NUGGETS ASSADO,CREME DE MILHO,ACELGA COM AGRIÃO,MAÇÃ,MARACUJÁ,PÃO E CAFÉ,
2017-01-10,ARROZ E FEIJÃO,LINGUIÇA ACEBOLADA,FAROFA DE OVO,REPOLHO ROXO COM VINAGRETE,LARANJA,UVA,PÃO E CAFÉ,
2017-01-11,ARROZ E FEIJÃO,PALETA SUÍNA COM BATATA,--,ACELGA COM VINAGRETE,IOGURTE,ABACAXI,PÃO E CAFÉ,
2017-01-12,ARROZ E FEIJÃO,STROGONOFF DE CARNE,BATATA PALHA,ESCAROLA COM ABOBRINHA RALADA,BANANA,ABACAXI,PÃO E CAFÉ,
2017-01-13,ARROZ E FEIJÃO,FRANGO ASSADO,MACARRÃO AO SUGO,MISTA VERDE COM BETERRABA,COCADA,MARACUJÁ,PÃO E CAFÉ,
2017-01-16,ARROZ E FEIJÃO,COPA LOMBO AO MOLHO,FAROFA AGRIDOCE COM OVOS,AGRIÃO COM BETERRABA E BATATA PALHA/VINAGRETE,LARANJA,UVA,PÃO E CAFÉ,
2017-01-17,ARROZ E FEIJÃO,CARNE EM CUBOS COM ABÓBORA E TOMATE,------,AGRIÃO/BETERRABA COZIDA,BANANADA,ABACAXI,PÃO E CAFÉ,
2017-01-18,ARROZ E FEIJÃO,FRANGO ASSADO,--,ALFACE COM VAGEM,IOGURTE,MANGA,PÃO E CAFÉ,
2017-01-19,ARROZ E FEIJÃO,BIFE A MILANESA,BATATA BECHAMEL,ESCAROLA,MAÇÃ,LIMÃO,PÃO E CAFÉ,
2017-01-20,ARROZ E FEIJÃO,STROGONOFF DE FRANGO,BATATA PALHA,COUVE,DOCE DE LEITE,TANGERINA,PÃO E CAFÉ,
2017-01-23,ARROZ E FEIJÃO,STROGONOFF DE CARNE,BATATA REFOGADA,TOMATE,LARANJA,MANGA,PÃO E CAFÉ,
2017-01-24,ARROZ E FEIJÃO,SOBRECOXA AO MOLHO,POLENTA CREMOSA,ALFACE/ESCAROLA/MILHO VERDE/VINAGRETE,BOLINHO DE BAUNILHA,CAJÚ,PÃO E CAFÉ,
2017-01-25,ARROZ E FEIJÃO,CARNE EM CUBOS COM VAGEM,MACARRÃO AO ALHO E ÓLEO,ALFACE COM VINAGRETE,DOCE DE LEITE,TANGERINA,PÃO E CAFÉ,
2017-01-26,ARROZ E FEIJÃO,LINGUIÇA DE FRANGO AO VINAGRETE QUENTE,BERINJELA REFOGADA,ACELGA COM ABACAXI,MAÇÃ,CAJÚ,PÃO E CAFÉ,
2017-01-30,ARROZ E FEIJÃO,CARNE EM CUBOS COM LEGUMES,BATATA PALHA,REPOLHO,MAÇÃ,TANGERINA,PÃO E CAFÉ,
2017-01-31,ARROZ E FEIJÃO,FRANGO FRITO,CREME DE ERVILHA,ALFACE,IOGURTE,TANGERINA,PÃO E CAFÉ,
2017-02-01,ARROZ E FEIJÃO,BIFE AO MOLHO DE MOSTARDA,---,ACELGA COM RÚCULA/OVO COZIDO,ARROZ DOCE,LIMÃO,PÃO E CAFÉ,
2017-02-02,ARROZ E FEIJÃO,CUBO SUÍNO,----,BETERRABA RALADA,MELANCIA,TANGERINA,PÃO E CAFÉ,
2017-02-03,ARROZ E FEIJÃO,SALSICHA AO MOLHO DE TOMATE,----,SALADA DE MACARRÃO COM MAIONESE E ERVILHA,LARANJA,LIMÃO,PÃO E CAFÉ,
