Data,Acompanhamentos,Prato Principal,Guarnição,Salada,Sobremesa,Refresco,Extra,Nota Técnica
2019-04-22,ARROZ INTEGRAL E FEIJÃO,Torta de abóbora japonesa,-,Beterraba ralada,Laranja,Maracujá,PÃO E CAFÉ,Contém glúten no pão e na torta de abóbora japonesa. Não contém lactose.
2019-04-23,ARROZ INTEGRAL E FEIJÃO,Soja Xadrez,-,Alface crespa com rabanete,Banana,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-04-24,ARROZ INTEGRAL E FEIJÃO,Yakisoba vegetariano,-,Acelga com cenoura,Maçã,Tangerina,PÃO E CAFÉ,Contém glúten no pão e no yakisoba vegetariano. Não contém lactose.
2019-04-25,ARROZ INTEGRAL E FEIJÃO,Proteína em cubos com legumes,-,Almeirão com nabo,Melancia,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-04-26,ARROZ INTEGRAL E FEIJÃO,Cuscuz vegetariano,-,Pepino,Laranja,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose. OBS
2019-04-29,ARROZ INTEGRAL E FEIJÃO,PTS xadrez,-,Acelga com rúcula,Maçã,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-04-30,ARROZ INTEGRAL E FEIJÃO,Torta de aveia e ervilha ao molho de mandioquinha,-,Alface lisa,Laranja,Maracujá,PÃO E CAFÉ,Contém glúten no pão e na torta de aveia e ervilha ao molho de mandioquinha. Não contém lactose.
2019-05-02,ARROZ INTEGRAL E FEIJÃO,Proteína em cubos com legumes,-,Escarola,Laranja,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose. OBS
2019-05-03,ARROZ INTEGRAL E FEIJÃO,Lentilha com legumes,Escarola refogada,Almeirão,Laranja,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-05-06,ARROZ INTEGRAL E FEIJÃO,Yakisoba vegetariano,-,Repolho bicolor,Maçã,Limão,PÃO E CAFÉ,Contém glúten no pão e no yakisoba vegetariano. Não contém lactose. Obs.
2019-05-07,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,Escarola refogada,Pepino,Laranja,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-05-08,ARROZ INTEGRAL E FEIJÃO,Grão de bico à chinesa,Couve refogada,Alface crespa,Laranja,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-05-09,ARROZ INTEGRAL E FEIJÃO,Quibe de abóbora japonesa,Berinjela ao sugo,Almeirão com beterraba,Maçã,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-05-10,ARROZ INTEGRAL E FEIJÃO,Torta de lentilha ao molho de tomate,-,Alface lisa com cenoura,Melancia,Abacaxi,PÃO E CAFÉ,Contém glúten no pão e na torta de lentilha ao molho de tomate. Não contém lactose.
2019-05-13,ARROZ INTEGRAL E FEIJÃO,Strogonoff vegetariano,Batata refogada,Acelga com agrião,Maçã,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose. OBS. FOP Guarniçao
2019-05-14,ARROZ INTEGRAL E FEIJÃO,Cuscuz vegetariano,-,Alface lisa,Laranja,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-05-15,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,-,Escarola,Maçã,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-05-16,ARROZ INTEGRAL E FEIJÃO,Polenta com molho de ervilha,Repolho à chinesa,Beterraba cozida,Laranja,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose. OBS.
2019-05-17,ARROZ INTEGRAL E FEIJÃO,Lentilha à primavera,-,Pepino,Goiabada,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose. OBS.
2019-05-20,ARROZ INTEGRAL E FEIJÃO,Ervilha com legumes,-,Almeirão com cenoura,Tangerina ponkan,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-05-21,ARROZ INTEGRAL E FEIJÃO,Lentilha com legumes,-,Tabule,Laranja,Caju,PÃO E CAFÉ,Contém glúten no pão e na salada de tabule. Não contém lactose.
2019-05-22,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,-,Repolho,Melancia,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-05-23,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,-,Tomate em rodelas,Maçã,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-05-24,ARROZ INTEGRAL E FEIJÃO,Feijoada vegetariana,Couve refogada,Molho vinagrete,Laranja,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-05-27,ARROZ INTEGRAL E FEIJÃO,Ervilha com legumes,Macarrão ao alho e óleo,Beterraba ralada,Laranja,Manga,PÃO E CAFÉ,Contém glúten no pão e no macarrão ao alho e óleo. Não contém lactose.
2019-05-28,ARROZ INTEGRAL E FEIJÃO,Feijão branco à chinesa,-,Alface crespa,Melancia,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose. Obs.
2019-05-29,ARROZ INTEGRAL E FEIJÃO,Macarrão ao molho de berinjela,-,Multicor,Banana,Caju,PÃO E CAFÉ,Contém glúten no pão e no macarrão ao molho de berinjela. Não contém lactose.
2019-05-30,ARROZ INTEGRAL E FEIJÃO,Proteína em cubos com legumes,-,Escarola,Maçã,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-05-31,ARROZ INTEGRAL E FEIJÃO,Lentilha com legumes,-,Acelga com rúcula e maçã,Tangerina ponkan,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-06-03,ARROZ INTEGRAL E FEIJÃO,Lentilha com legumes,Escarola refogada,Almeirão,Laranja,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-06-04,ARROZ INTEGRAL E FEIJÃO,Macarrão à primavera,Chuchu refogado,Couve,Maçã,Abacaxi,PÃO E CAFÉ,Contém glúten no pão e no macarrão à primavera. Não contém lactose.
2019-06-05,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,-,Acelga com agrião,Maçã,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-06-06,ARROZ INTEGRAL E FEIJÃO,Grão de bico com legumes,-,Chuchu ao vinagrete,Laranja,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-06-07,ARROZ INTEGRAL E FEIJÃO,Polenta ao molho de ervilha,Couve refogada,Beterraba ralada,Goiabada,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-06-10,ARROZ INTEGRAL E FEIJÃO,Feijão branco à chinesa,-,Escarola,Banana,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-06-11,ARROZ INTEGRAL E FEIJÃO,Yakissoba vegetariano,-,Pepino com alface e azeitona preta,Maçã,Tangerina,PÃO E CAFÉ,Contém glúten no pão e no yakissoba vegetariano. Não contém lactose.
2019-06-12,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,-,Alface com nabo,Tangerina ponkan,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-06-13,ARROZ INTEGRAL E FEIJÃO,Quibe de berinjela e cenoura,Cenoura refogada,Almeirão,Maçã,Uva,PÃO E CAFÉ,Contém glúten no pão e no quibe de berinjela e cenoura. Não contém lactose. Obs.
2019-06-14,ARROZ INTEGRAL E FEIJÃO,Macarrão integral à primavera,Couve refogada,Molho vinagrete,Laranja,Limão,PÃO E CAFÉ,Contém glúten no pão e no macarrão à primavera. Não contém lactose.
2019-06-17,ARROZ INTEGRAL E FEIJÃO,Strogonoff vegetariano,Batata palha,Alface com rúcula,Maçã,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-06-18,ARROZ INTEGRAL E FEIJÃO,Cuscuz vegetariano,-,Acelga,Laranja,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-06-19,ARROZ INTEGRAL E FEIJÃO,Macarrão integral ao sugo,-,Alface,Maçã,Maracujá,PÃO E CAFÉ,Contém glúten no pão e no macarrão integral ao sugo. Não contém lactose.
2019-06-24,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,-,Almeirão,Laranja,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-06-25,ARROZ INTEGRAL E FEIJÃO,Ervilha com legumes,-,Acelga / vagem com azeitona,Maçã,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-06-26,ARROZ INTEGRAL E FEIJÃO,Grão de bico com legumes,-,Escarola com cenoura,Maçã,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose. Obs.
2019-06-27,ARROZ INTEGRAL E FEIJÃO,Feijão branco xadrez,-,Cenoura cozida,Melancia,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-06-28,ARROZ INTEGRAL E FEIJÃO,Feijoada vegetariana,-,Couve,Laranja,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-07-01,ARROZ INTEGRAL E FEIJÃO,Ervilha com legumes,-,Repolho roxo,Maçã,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-07-02,ARROZ INTEGRAL E FEIJÃO,Grão de bico com legumes,Legumes refogados,Alface com agrião,Melancia,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-07-03,ARROZ INTEGRAL E FEIJÃO,Proteína em cubos com legumes,-,Acelga,Maçã,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-07-04,ARROZ INTEGRAL E FEIJÃO,Lentilha à chinesa,-,Almeirão,Laranja,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose. Obs.
2019-07-05,ARROZ INTEGRAL E FEIJÃO,Yakisoba vegetariano,-,Alface crespa,Banana,Abacaxi,PÃO E CAFÉ,Contém glúten no pão e no yakisoba vegetariano. Não contém lactose. Obs.
2019-07-10,ARROZ INTEGRAL E FEIJÃO,Quibe de abóbora japonesa,Chuchu refogado,Acelga,Laranja,Manga,PÃO E CAFÉ,Contém glúten no pão e no quibe de abóbora japonesa. Não contém lactose.
2019-07-11,ARROZ INTEGRAL E FEIJÃO,Macarrão à primavera,-,Alface com rúcula,Laranja,Tangerina,PÃO E CAFÉ,"Contém glúten no pão, no curau e no macarrão à primavera. Não contém lactose."
2019-07-12,ARROZ INTEGRAL E FEIJÃO,Torta de ervilha com escarola ao molho de tomate,-,Salada alemã,Maçã,Limão,PÃO E CAFÉ,Contém glúten no pão e na torta de ervilha com escarola ao molho de tomate. Não contém lactose.
2019-07-15,ARROZ INTEGRAL E FEIJÃO,Strogonoff vegetariano,Batata frita,Almeirão,Banana,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose. Obs.
2019-07-16,ARROZ INTEGRAL E FEIJÃO,Polenta com molho de lentilha,Folha refogada,Beterraba cozida,Banana,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose. Obs.
2019-07-17,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,-,Almeirão,sagu de abacaxí,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-07-22,ARROZ INTEGRAL E FEIJÃO,Proteína em cubos com leumes,-----,Repolho com tomate,Maçã,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-07-23,ARROZ INTEGRAL E FEIJÃO,Macarrão integral ao molho de berinjela,-----,"Alaface, cenoura ralada e milho verde",Maçã,Tangerina,PÃO E CAFÉ,Contém glúten no pão e no macarrão integral ao molho de berinjela. Não contém lactose.
2019-07-24,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,-----,Pepino com rabanete,Maçã,Abacaxí,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-07-25,ARROZ INTEGRAL E FEIJÃO,Stronoff vegetariano,Batata refogada,Alface,Maçã,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-07-26,ARROZ INTEGRAL E FEIJÃO,Feijoada vegetariana,Couve refogada,Vinagrete,Laranja,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-07-29,ARROZ INTEGRAL E FEIJÃO,Lentilha com legumes,Abóbora refogada,Acelga,Laranja,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-07-30,ARROZ INTEGRAL E FEIJÃO,Soja xadrez,-----,Escarola,Laranja,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-07-31,ARROZ INTEGRAL E FEIJÃO,Grão de bico com Legumes,-,Alface lisa com pepino,Melancia,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-01,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,-----,Repolho com agrião,Banana nanica,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-02,ARROZ INTEGRAL E FEIJÃO,Cuscuz vegetariano,Farofa com frutas,Beterraba ralada,Banana nanica,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-05,ARROZ INTEGRAL E FEIJÃO,Lentilha com legumes,-----,Almeirão com nabo,Tangerina murcott,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-06,ARROZ INTEGRAL E FEIJÃO,Ervilha xadrez,Berinjela refogada,Escarola,Maçã,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-07,ARROZ INTEGRAL E FEIJÃO,Macarrão integral ao sugo,-----,Alface,Banana,Maracujá,PÃO E CAFÉ,Contém glúten no pão e no macarrão integral ao sugo. Não contém lactose.
2019-08-08,ARROZ INTEGRAL E FEIJÃO,Proteína de soja em cubos com legumes,-----,"Salada de acelga, tomate e vagem",Tangerina murcott,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-09,ARROZ INTEGRAL E FEIJÃO,Soja com legumes,Abobrinha refogada,Alface,Tangerina muscott,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-12,ARROZ INTEGRAL E FEIJÃO,Grão de bico com legumes,Chuchu refogado,Acelga,Tangerina murcott,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-13,ARROZ INTEGRAL E FEIJÃO,Feijão branco à chinesa,-----,Beterraba ralada,Banana,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-14,ARROZ INTEGRAL E FEIJÃO,Proteina de soja em cubos com legumes,-----,Alface,Banana,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-15,ARROZ INTEGRAL E FEIJÃO,Macarrão primavera,Repolho refogado,Tomate em rodelas,Melancia,Limão,PÃO E CAFÉ,Contém glúten no pão e no macarrão primavera. Não contém lactose.
2019-08-16,ARROZ INTEGRAL E FEIJÃO,Lentilha com legumes,-----,Escarola,Maçã,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose
2019-08-19,ARROZ INTEGRAL E FEIJÃO,Proteína de soja em cubos com legumes,-----,Pepino,Laranja,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-20,ARROZ INTEGRAL E FEIJÃO,Ervilha e legumes,-----,Beterraba cozida,Banana,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-21,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,-----,Alface com milho,Maçã,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-22,ARROZ INTEGRAL E FEIJÃO,Yakisoba vegetariano,-----,Acelga,Banana,Manga,PÃO E CAFÉ,Contém glúten no pão e no yakisoba vegetariano. Não contém lactose.
2019-08-23,ARROZ INTEGRAL E FEIJÃO,Feijoada vegetariana,Couve refogada,Vinagrete,Laranja,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-26,ARROZ INTEGRAL E FEIJÃO,Ervilha com legumes,Capeleti ao sugo,Escarola,Banana,Tangerina,PÃO E CAFÉ,Contém glúten no pão e no capeletti. Não contém lactose
2019-08-27,ARROZ INTEGRAL E FEIJÃO,Soja com legumes,-,Repolho bicolor com maçã,Banana,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-28,ARROZ INTEGRAL E FEIJÃO,Stronoff vegetariano,Batata palha,Alface,Maçã,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-29,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,-----,Acelga com rúcula,Tangerina murcott,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-08-30,ARROZ INTEGRAL E FEIJÃO,Grão de bico com legumes,-----,Almeirão com cenoura,Maçã,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-02,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,-----,Acelga com cenoura,Maçã,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-03,ARROZ INTEGRAL E FEIJÃO,Macarrão primavera,-----,Repolho bicolor,Banana,Tangerina,PÃO E CAFÉ,Contém glúten no pão e no macarrão. Não contém lactose.
2019-09-04,ARROZ INTEGRAL E FEIJÃO,Ervilha à chinesa,-----,Beterraba ralada,Laranja,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-05,ARROZ INTEGRAL E FEIJÃO,Cuscuz vegetariano,---,Alface com nabo,Maçã,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-06,ARROZ INTEGRAL E FEIJÃO,Proteína de soja com legumes,Legumes refogados,Escarola com maçã,Tangerina murcott,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-09,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,-,Escarola,Laranja,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-10,ARROZ INTEGRAL E FEIJÃO,Proteína de soja com legumes,------,Alface,Maçã,Abacaxí,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-11,ARROZ INTEGRAL E FEIJÃO,Ervilha com legumes,-----,Beterraba cozida,Banana,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-12,ARROZ INTEGRAL E FEIJÃO,Grão de bico com legumes,-----,Repolho com pepino e ervilha,Banana,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-13,ARROZ INTEGRAL E FEIJÃO,Soja xadrez,-,Alface lisa com maçã,Maçã,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-16,ARROZ INTEGRAL E FEIJÃO,Proteína de soja com legumes,Seleta de legumes,Almeirão,Maçã,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-17,ARROZ INTEGRAL E FEIJÃO,Proteína de soja com chuchu,-----,Repolho,Laranja,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-18,ARROZ INTEGRAL E FEIJÃO,Macarrão ao molho de berinjela,-----,Escarola,Banana,Uva,PÃO E CAFÉ,Contém glúten no pão e no macarrão. Não contém lactose.
2019-09-19,ARROZ INTEGRAL E FEIJÃO,Soja com legumes,Polenta cremosa,Acelga,Banana,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose
2019-09-20,ARROZ INTEGRAL E FEIJÃO,Polenta com molho de ervilha,------,Alface com agrião,Laranja,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-23,ARROZ INTEGRAL E FEIJÃO,Feijão branco à chinesa,-----,Escarola com beterraba,Maçã,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-24,ARROZ INTEGRAL E FEIJÃO,Macarrão a primavera,-----,Pepino,Laranja,Abacaxi,PÃO E CAFÉ,Contém glúten no pão e no macarrão a primavera. Não contém lactose.
2019-09-25,ARROZ INTEGRAL E FEIJÃO,Abobrinha agridoce,-----,Alface com laranja,Doce de goiaba,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-26,ARROZ INTEGRAL E FEIJÃO,Grão de bico com Legumes,-----,Alface com pepino,Banana nanica,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-27,ARROZ INTEGRAL E FEIJÃO,Feijoada vegetariana,Couve refogada,Molho vinagrete,Laranja,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-09-30,ARROZ INTEGRAL E FEIJÃO,Fricassê de berinjela,Purê de batata,Almeirão,Laranja,Caju,PÃO E CAFÉ,Contém glúten no pão. Contém lactose no purê de batata.
2019-10-01,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,-----,Salada de tomate,Laranja,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-02,ARROZ INTEGRAL E FEIJÃO,Strogonoff vegetariano,---,Alface,Maçã,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-03,ARROZ INTEGRAL E FEIJÃO,PTS em cubos com legumes,---,Multi-cor com beterraba e milho verde,Goiabada,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-04,ARROZ INTEGRAL E FEIJÃO,Proteína em cubos com legumes,Farofa de frutas,Acelga,Laranja,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-07,ARROZ INTEGRAL E FEIJÃO,Soja com legumes,---,Escarola com laranja,Maçã,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-08,ARROZ INTEGRAL E FEIJÃO,PTS em cubos com legumes,Repolho refogado,Alface lisa com cenoura,Laranja,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-09,ARROZ INTEGRAL E FEIJÃO,Polenta ao molho de ervilha,---,Beterraba ralada,Laranja,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-10,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,---,Pepino com rabanete,--,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-11,ARROZ INTEGRAL E FEIJÃO,Soja com legumes,Abobrinha refogada,Alface,Laranja,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-14,ARROZ INTEGRAL E FEIJÃO,Feijão branco à chinesa,Legumes refogados,Almeirão com maçã,Laranja,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-15,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,---,Alface com beterraba ralada,Laranja,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-16,ARROZ INTEGRAL E FEIJÃO,Macarrão ao molho de berinjela,Quibebe,Repolho bicolor,Laranja,Abacaxi,PÃO E CAFÉ,Contém glúten no pão e no macarrão ao molho de berinjela. Não contém lactose.
2019-10-17,ARROZ INTEGRAL E FEIJÃO,Cuscuz vegetariano,Legumes refogados,Alface crespa com agrião,Banana,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-18,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,Acelga refogada,Mix de folhas e pepino com vinagrete,Maçã,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-21,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,-----,Cenoura ralada,Laranja,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-22,ARROZ INTEGRAL E FEIJÃO,Grão de bico à chinesa,Escarola refogada,Batata brasileira,Laranja,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-23,ARROZ INTEGRAL E FEIJÃO,PTS em cubos com legumes,Legumes refogados,Alface com rúcula,Banana,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-24,ARROZ INTEGRAL E FEIJÃO,Soja xadrez,---,Alface com pepino e rúcula,Banana,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-25,ARROZ INTEGRAL E FEIJÃO,Macarrão ao molho de ervilha,---,Beterraba ralada e ovo,Maçã,Abacaxi,PÃO E CAFÉ,Contém glúten no pão e no macarrão ao molho de ervilha. Não contém lactose.
2019-10-29,ARROZ INTEGRAL E FEIJÃO,Abobrinha agridoce,-----,Escarola,Maçã,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-10-30,ARROZ INTEGRAL E FEIJÃO,Yakissoba vegetariano,---,Tabule,Banana,Limão,PÃO E CAFÉ,Contém glúten no pão e no tabule. Não contém lactose.
2019-10-31,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,-----,Almeirão com nabo,Maçã,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-11-01,ARROZ INTEGRAL E FEIJÃO,Strogonoff vegetariano,-----,Alface lisa,Laranja,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-11-04,ARROZ INTEGRAL E FEIJÃO,Feijão branco à chinesa,-----,Repolho com cenoura,Maçã,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-11-05,ARROZ INTEGRAL E FEIJÃO,Macarrão ao molho de ervilha,-----,Acelga com maçã,Laranja,Laranja,PÃO E CAFÉ,Contém glúten no pão e no macarrão ao molho de ervilha. Não contém lactose.
2019-11-06,ARROZ INTEGRAL E FEIJÃO,Polenta ao molho de lentilha,-----,Soja ao vinagrete,Banana,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-11-07,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,-----,Beterraba ralada,Maçã,Abacaxi,PÃO E CAFÉ,"Contém glúten no pão. Não contém lactose. Será oferecido banana na FOP, e laranja no Campus I de sobremesa."
2019-11-08,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,-----,Couve,Maçã,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-11-11,ARROZ INTEGRAL E FEIJÃO,Proteína em cubo com legumes,Jardineira de legumes,Escarola,Laranja,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-11-12,ARROZ INTEGRAL E FEIJÃO,Yakissoba vegetariano,-----,Alface crespa com nabo,Banana,Tangerina,PÃO E CAFÉ,"Contém glúten no pão. Não contém lactose. No Campus I será servido laranja, e na FOP melancia de sobremesa."
2019-11-13,ARROZ INTEGRAL E FEIJÃO,Fricassê abóbora japonesa,-----,Tomate com azeitona,Banana,Caju,PÃO E CAFÉ,Contém glúten no pão e no fricassê de abóbora. Não contém lactose.
2019-11-14,ARROZ INTEGRAL E FEIJÃO,Lentilha com legumes,-----,Mista verde,Sagu de uva,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose. Na FOP será servido laranja de sobremesa.
2019-11-18,ARROZ INTEGRAL E FEIJÃO,Fricassê de berinjela,Batata refogada com milho e azeitona,Repolho bicolor,Maçã,Laranja,PÃO E CAFÉ,Contém glúten no pão e no fricassê de berinjela. Não contém lactose.
2019-11-19,ARROZ INTEGRAL E FEIJÃO,Proteína em cubos com legumes,-----,Alface lisa com rúcula,Banana,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2019-11-21,ARROZ INTEGRAL E FEIJÃO,Ervilha com legumes,-----,Beterraba ralada,Maçã,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
